Entry,localization,evidence_code
P09234,Nucleus,ECO:0000255
P09429,Nucleus,ECO:0000269
P09430,Nucleus,ECO:0000250
P09622,Nucleus,ECO:0000269
P09629,Nucleus,None
P09651,Nucleus,ECO:0000269
P09661,Nucleus,ECO:0000269
P09874,Nucleolus,ECO:0000269
P09874,Nucleus,ECO:0000269
P09884,Nucleus,ECO:0000269
P09917,Nucleus membrane,ECO:0000269
P09917,Nucleus intermembrane space,ECO:0000269
P09917,Nucleus envelope,ECO:0000269
P09917,Nucleus matrix,ECO:0000269
P0C0S5,Nucleus,None
P0C0S8,Nucleus,None
P0C1S8,Nucleus,ECO:0000269
P0C1Z6,Nucleus,ECO:0000269
P0C5Y9,Nucleus,ECO:0000269
P0C5Z0,Nucleus,ECO:0000269
P0C7P3,Nucleus,ECO:0000269
P0C7T5,Nucleus,ECO:0000269
P0C7X2,Nucleus,ECO:0000305
P0C870,Nucleus,ECO:0000269
P0CAP2,Nucleus,ECO:0000305
P0CB47,Nucleus,ECO:0000250
P0CB47,Nucleus,ECO:0000255
P0CG47,Nucleus,ECO:0000250
P0CG48,Nucleus,ECO:0000250
P0DI81,Nucleus,ECO:0000269
P0DI82,Nucleus,ECO:0000250
P0DI83,Nucleus,ECO:0000269
P0DI83,Nucleolus,ECO:0000269
P0DJD3,Nucleus,ECO:0000269
P0DME0,Nucleus,ECO:0000269
P0DMV8,Nucleus,ECO:0000269
P0DMW2,Nucleus,ECO:0000269
P0DP91,Nucleus,ECO:0000269
P0DPB6,Nucleus,ECO:0000250
P0DPK2,Nucleus,ECO:0000269
P0DPK5,Nucleus,ECO:0000269
P10070,Nucleus,ECO:0000269
P10071,Nucleus,None
P10073,Nucleus,ECO:0000255
P10074,Nucleus,ECO:0000305
P10242,Nucleus,ECO:0000269
P10242,Nucleus,ECO:0000255
P10243,Nucleus,ECO:0000250
P10244,Nucleus,None
P10275,Nucleus,ECO:0000269
P10276,Nucleus,ECO:0000269
P10412,Nucleus,None
P10415,Nucleus membrane,ECO:0000269
P10588,Nucleus,ECO:0000269
P10588,Nucleus,ECO:0000255
P10589,Nucleus,ECO:0000305
P10599,Nucleus,ECO:0000269
P10826,Nucleus,ECO:0000269
P10826,Nucleus,None
P10827,Nucleus,ECO:0000250
P10827,Nucleus,None
P10828,Nucleus,None
P10909,Nucleus,ECO:0000269
P10914,Nucleus,ECO:0000250
P11142,Nucleolus,None
P11161,Nucleus,ECO:0000250
P11171,Nucleus,ECO:0000269
P11308,Nucleus,ECO:0000269
P11308,Nucleus,ECO:0000255
P11309,Nucleus,None
P11362,Nucleus,None
P11387,Nucleolus,ECO:0000269
P11387,Nucleoplasm,ECO:0000269
P11388,Nucleoplasm,ECO:0000269
P11388,Nucleolus,ECO:0000269
P11388,Nucleus,ECO:0000269
P11441,Nucleus,ECO:0000269
P11473,Nucleus,ECO:0000269
P11473,Nucleus,ECO:0000255
P11474,Nucleus,ECO:0000269
P11474,Nucleus,ECO:0000255
P11801,Nucleus speckle,None
P11802,Nucleus membrane,ECO:0000269
P11802,Nucleus,ECO:0000269
P11831,Nucleus,ECO:0000269
P11831,Nucleus,ECO:0000255
P11940,Nucleus,ECO:0000269
P12004,Nucleus,ECO:0000269
P12268,Nucleus,ECO:0000269
P12270,Nucleus membrane,ECO:0000269
P12270,Nuclear pore complex,ECO:0000269
P12270,Nucleus envelope,ECO:0000269
P12270,Nucleus,ECO:0000269
P12272,Nucleus,None
P12524,Nucleus,ECO:0000269
P12524,Nucleus,ECO:0000255
P12755,Nucleus,None
P12931,Nucleus,ECO:0000269
P12956,Nucleus,ECO:0000269
P12980,Nucleus,ECO:0000255
P13010,Nucleus,ECO:0000269
P13010,Nucleolus,ECO:0000269
P13051,Nucleus,None
P13056,PML body,ECO:0000250
P13056,Nucleus,ECO:0000255
P13349,Nucleus,ECO:0000269
P13378,Nucleus,None
P13569,Nucleus,ECO:0000250
P13631,Nucleus,ECO:0000269
P13639,Nucleus,ECO:0000269
P13682,Nucleus,ECO:0000305
P13984,Nucleus,ECO:0000269
P13994,Nucleus,ECO:0000250
P14316,Nucleus,None
P14373,Nucleus,ECO:0000269
P14373,PML body,ECO:0000250
P14618,Nucleus,ECO:0000269
P14635,Nucleus,None
P14651,Nucleus,None
P14652,Nucleus,None
P14653,Nucleus,None
P14678,Nucleus,ECO:0000269
P14859,Nucleus,None
P14866,Nucleoplasm,ECO:0000269
P14866,Nucleoplasm,ECO:0000305
P14921,Nucleus,ECO:0000269
P15036,Nucleus,None
P15056,Nucleus,ECO:0000250
P15090,Nucleus,ECO:0000250
P15172,Nucleus,None
P15173,Nucleus,None
P15309,Nucleus,ECO:0000269
P15336,Nucleus,None
P15407,Nucleus,ECO:0000250
P15408,Nucleus,ECO:0000250
P15531,Nucleus,ECO:0000269
P15622,Nucleus,ECO:0000305
P15822,Nucleus,None
P15822,Nucleus,ECO:0000269
P15863,Nucleus,None
P15884,Nucleus,ECO:0000269
P15884,Nucleus,ECO:0000255
P15918,Nucleus,ECO:0000255
P15923,Nucleus,ECO:0000269
P15927,Nucleus,ECO:0000269
P15927,PML body,ECO:0000269
P15941,Nucleus,None
P15976,Nucleus,None
P16104,Nucleus,ECO:0000269
P16150,Nucleus,ECO:0000269
P16150,PML body,ECO:0000250
P16220,Nucleus,ECO:0000269
P16220,Nucleus,ECO:0000255
P16333,Nucleus,None
P16383,Nucleolus,ECO:0000269
P16383,Nucleoplasm,ECO:0000269
P16401,Nucleus,None
P16402,Nucleus,None
P16403,Nucleus,None
P16455,Nucleus,None
P16591,Nucleus,None
P16989,Nucleus,None
P17010,Nucleus,None
P17014,Nucleus,ECO:0000269
P17020,Nucleus,ECO:0000269
P17021,Nucleus,ECO:0000305
P17022,Nucleus,ECO:0000255
P17023,Nucleus,ECO:0000305
P17024,Nucleus,ECO:0000305
P17027,Nucleus,ECO:0000305
P17028,Nucleus,ECO:0000269
P17028,Nucleus,ECO:0000255
P17036,Nucleus,ECO:0000305
P17040,Nucleus,ECO:0000255
P17041,Nucleus,ECO:0000305
P17096,Nucleus,None
P17252,Nucleus,ECO:0000250
P17275,Nucleus,None
P17480,Nucleolus,ECO:0000250
P17481,Nucleus,None
P17482,Nucleus,None
P17483,Nucleus,None
P17509,Nucleus,None
P17535,Nucleus,None
P17542,Nucleus,ECO:0000255
P17544,Nucleoplasm,ECO:0000269
P17544,Nucleus,ECO:0000255
P17544,Nucleus,ECO:0000269
P17612,Nucleus,ECO:0000250
P17661,Nucleus,ECO:0000250
P17676,Nucleus,ECO:0000269
P17706,Nucleus,None
P17844,Nucleus,ECO:0000269
P17844,Nucleus speckle,ECO:0000269
P17844,Nucleolus,ECO:0000269
P17861,Nucleus,ECO:0000269
P17931,Nucleus,None
P17947,Nucleus,ECO:0000269
P17947,Nucleus,ECO:0000255
P17980,Nucleus,ECO:0000305
P18074,Nucleus,ECO:0000269
P18146,Nucleus,ECO:0000269
P18583,Nucleus speckle,ECO:0000269
P18615,Nucleus,ECO:0000269
P18754,Nucleus,ECO:0000269
P18846,Nucleus,ECO:0000269
P18847,Nucleus,ECO:0000269
P18847,Nucleus,ECO:0000255
P18848,Nucleus,ECO:0000269
P18848,Nucleus speckle,ECO:0000269
P18850,Nucleus,ECO:0000269
P18858,Nucleus,None
P18887,Nucleus,ECO:0000269
P19338,Nucleolus,None
P19387,Nucleus,ECO:0000269
P19388,Nucleus,ECO:0000269
P19419,Nucleus,None
P19447,Nucleus,None
P19474,Nucleus,ECO:0000269
P19484,Nucleus,ECO:0000269
P19525,Nucleus,ECO:0000269
P19532,Nucleus,ECO:0000269
P19544,Nucleoplasm,ECO:0000269
P19544,Nucleolus,None
P19544,Nucleus,ECO:0000269
P19544,Nucleus speckle,ECO:0000269
P19622,Nucleus,None
P19784,Nucleus,ECO:0000250
P19793,Nucleus,ECO:0000269
P19793,Nucleus,ECO:0000255
P19838,Nucleus,None
P20226,Nucleus,ECO:0000269
P20248,Nucleus,ECO:0000269
P20264,Nucleus,ECO:0000269
P20265,Nucleus,None
P20290,Nucleus,ECO:0000269
P20292,Nucleus membrane,None
P20393,Nucleus,ECO:0000250
P20591,Nucleus,ECO:0000269
P20592,Nuclear pore complex,ECO:0000269
P20592,Nucleus,ECO:0000269
P20618,Nucleus,ECO:0000269
P20671,Nucleus,None
P20700,Nucleus lamina,ECO:0000269
P20719,Nucleus,None
P20749,Nucleus,None
P20794,Nucleus,None
P20807,Nucleolus,ECO:0000269
P20823,Nucleus,ECO:0000269
P20823,Nucleus,ECO:0000255
P20839,Nucleus,ECO:0000269
P20839,Nucleus,ECO:0000255
P20941,Nucleus,ECO:0000269
P21127,Nucleus,None
P21291,Nucleus,ECO:0000269
P21359,Nucleus,ECO:0000269
P21359,Nucleolus,ECO:0000269
P21580,Nucleus,None
P21675,Nucleus,ECO:0000269
P21980,Nucleus,ECO:0000269
P22087,Nucleolus,ECO:0000269
P22087,Nucleoplasm,ECO:0000250
P22303,Nucleus,None
P22314,Nucleus,ECO:0000269
P22392,Nucleus,ECO:0000269
P22415,Nucleus,None
P22492,Nucleus,ECO:0000305
P22626,Nucleoplasm,ECO:0000269
P22626,Nucleus,ECO:0000269
P22670,Nucleus,None
P22674,Nucleolus,ECO:0000269
P22694,Nucleus,ECO:0000250
P22736,Nucleus,ECO:0000269
P23025,Nucleus,ECO:0000269
P23193,Nucleus,None
P23246,Nucleus speckle,ECO:0000269
P23246,Nucleus matrix,ECO:0000269
P23396,Nucleolus,ECO:0000269
P23396,Nucleus,ECO:0000269
P23409,Nucleus,None
P23443,Nucleus,None
P23490,Nucleoplasm,None
P23497,PML body,ECO:0000269
P23497,Nucleus,None
P23497,Nucleus,ECO:0000269
P23508,Nucleus,ECO:0000269
P23511,Nucleus,None
P23527,Nucleus,None
P23528,Nucleus matrix,ECO:0000269
P23610,Nuclear body,ECO:0000250
P23610,Nucleus,ECO:0000269
P23759,Nucleus,ECO:0000250
P23760,Nucleus,ECO:0000269
P23769,Nucleus,None
P23771,Nucleus,None
P24278,Nucleus,None
P24385,Nucleus membrane,ECO:0000269
P24385,Nucleus,ECO:0000269
P24468,Nucleus,None
P24522,Nucleus,ECO:0000269
P24855,Nucleus envelope,None
P24863,Nucleus,ECO:0000305
P24864,Nucleus,ECO:0000269
P24928,Nucleus,ECO:0000269
P24941,Cajal body,None
P25205,Nucleus,ECO:0000305
P25208,Nucleus,None
P25440,Nucleus,ECO:0000305
P25490,Nucleus matrix,ECO:0000269
P25685,Nucleolus,ECO:0000269
P25685,Nucleus,ECO:0000269
P25686,Nucleus,ECO:0000269
P25786,Nucleus,ECO:0000269
P25787,Nucleus,ECO:0000269
P25788,Nucleus,ECO:0000269
P25789,Nucleus,ECO:0000269
P25791,Nucleus,ECO:0000305
P25800,Nucleus,ECO:0000250
P25815,Nucleus,None
P25963,Nucleus,None
P26196,Nucleus,ECO:0000269
P26232,Nucleus,ECO:0000269
P26358,Nucleus,ECO:0000269
P26367,Nucleus,ECO:0000250
P26368,Nucleus,None
P26447,Nucleus,ECO:0000269
P26583,Nucleus,ECO:0000269
P26599,Nucleus,None
P26651,Nucleus,ECO:0000269
P27361,Nucleus,None
P27540,Nucleus,ECO:0000305
P27694,Nucleus,ECO:0000269
P27694,PML body,ECO:0000269
P27695,Nucleus speckle,None
P27695,Nucleolus,None
P27695,Nucleus,None
P27707,Nucleus,ECO:0000269
P27708,Nucleus,ECO:0000269
P28062,Nucleus,ECO:0000250
P28065,Nucleus,ECO:0000250
P28066,Nucleus,ECO:0000269
P28069,Nucleus,ECO:0000269
P28070,Nucleus,ECO:0000269
P28072,Nucleus,ECO:0000269
P28074,Nucleus,ECO:0000269
P28324,Nucleus,None
P28340,Nucleus,ECO:0000269
P28347,Nucleus,None
P28356,Nucleus,None
P28358,Nucleus,None
P28360,Nucleus,None
P28370,Nucleus,None
P28482,Nucleus,ECO:0000269
P28562,Nucleus,ECO:0000250
P28698,Nucleus,None
P28702,Nucleus,ECO:0000269
P28715,Nucleus,ECO:0000269
P28749,Nucleus,ECO:0000305
P29083,Nucleus,ECO:0000269
P29084,Nucleus,ECO:0000269
P29144,Nucleus,ECO:0000269
P29350,Nucleus,None
P29372,Nucleus,ECO:0000269
P29373,Nucleus,None
P29374,Nucleus,ECO:0000269
P29374,Nucleus,ECO:0000255
P29375,Nucleolus,ECO:0000269
P29375,Nucleus,ECO:0000250
P29558,Nucleus,None
P29590,Nucleolus,None
P29590,Nucleoplasm,None
P29590,PML body,ECO:0000269
P29590,Nucleus,None
P29692,Nucleus,ECO:0000269
P30047,Nucleus membrane,ECO:0000269
P30047,Nucleus,ECO:0000269
P30085,Nucleus,ECO:0000269
P30085,Nucleus,ECO:0000255
P30153,Nucleus,ECO:0000269
P30260,Nucleus,ECO:0000269
P30279,Nucleus membrane,ECO:0000269
P30279,Nucleus,ECO:0000269
P30281,Nucleus,ECO:0000269
P30291,Nucleus,None
P30307,Nucleus,ECO:0000269
P30793,Nucleus,ECO:0000269
P30876,Nucleus,ECO:0000269
P31152,Nucleus,ECO:0000250
P31249,Nucleus,None
P31260,Nucleus,None
P31268,Nucleus,None
P31269,Nucleus,None
P31270,Nucleus,None
P31271,Nucleus,None
P31273,Nucleus,None
P31274,Nucleus,None
P31276,Nucleus,None
P31314,Nucleus,ECO:0000305
P31327,Nucleolus,ECO:0000269
P31350,Nucleus,ECO:0000269
P31483,Nucleus,ECO:0000269
P31483,Nucleus,ECO:0000305
P31629,Nucleus,None
P31689,Nucleus,ECO:0000269
P31749,Nucleus,ECO:0000269
P31751,Nucleus,None
P31941,Nucleus,None
P31942,Nucleus,ECO:0000269
P31943,Nucleoplasm,None
P31944,Nucleus,ECO:0000269
P31947,Nucleus,ECO:0000250
P31948,Nucleus,ECO:0000250
P31949,Nucleus,ECO:0000269
P32121,Nucleus,None
P32242,Nucleus,ECO:0000305
P32243,Nucleus,ECO:0000269
P32519,Nucleus,None
P32780,Nucleus,None
P33076,Nucleus,ECO:0000269
P33076,PML body,ECO:0000269
P33240,Nucleus,ECO:0000269
P33316,Nucleus,ECO:0000269
P33778,Nucleus,None
P33991,Nucleus,ECO:0000305
P33992,Nucleus,ECO:0000305
P33993,Nucleus,ECO:0000305
P34897,Nucleus,ECO:0000269
P34925,Nucleus,ECO:0000250
P34947,Nucleus,None
P35222,Nucleus,ECO:0000269
P35226,Nucleus,ECO:0000269
P35227,Nucleus,ECO:0000269
P35232,Nucleus,ECO:0000269
P35240,Nucleus,None
P35244,Nucleus,ECO:0000269
P35249,Nucleus,ECO:0000305
P35250,Nucleus,ECO:0000305
P35251,Nucleus,None
P35269,Nucleus,None
P35348,Nucleus membrane,None
P35354,Nucleus outer membrane,ECO:0000269
P35354,Nucleus inner membrane,ECO:0000269
P35368,Nucleus membrane,None
P35398,Nucleus,ECO:0000269
P35398,Nucleus,ECO:0000255
P35452,Nucleus,None
P35453,Nucleus,ECO:0000305
P35520,Nucleus,ECO:0000269
P35548,Nucleus,None
P35557,Nucleus,ECO:0000269
P35637,Nucleus,ECO:0000269
P35638,Nucleus,ECO:0000269
P35658,Nuclear pore complex,ECO:0000269
P35659,Nucleus,ECO:0000269
P35680,Nucleus,None
P35711,Nucleus,ECO:0000250
P35712,Nucleus,ECO:0000269
P35712,Nucleus,ECO:0000255
P35713,Nucleus,ECO:0000255
P35716,Nucleus,ECO:0000269
P35716,Nucleus,ECO:0000255
P35789,Nucleus,ECO:0000305
P35813,Nucleus,ECO:0000269
P35869,Nucleus,ECO:0000269
P35916,Nucleus,ECO:0000269
P35968,Nucleus,None
P36402,Nucleus,None
P36404,Nucleus,None
P36405,Nucleus,None
P36508,Nucleus,ECO:0000305
P36639,Nucleus,ECO:0000269
P36873,Nucleolus,ECO:0000269
P36873,Nucleoplasm,ECO:0000269
P36873,Nucleus speckle,ECO:0000269
P36873,Nucleus,None
P36954,Nucleolus,ECO:0000269
P36956,Nucleus,ECO:0000269
P36957,Nucleus,ECO:0000269
P37198,Nucleus envelope,ECO:0000269
P37198,Nuclear pore complex,ECO:0000269
P37231,Nucleus,None
P37275,Nucleus,ECO:0000269
P37837,Nucleus,ECO:0000250
P37840,Nucleus,ECO:0000269
P38159,Nucleus,ECO:0000269
P38398,Nucleus,ECO:0000269
P38432,Nucleus,ECO:0000269
P38432,Cajal body,ECO:0000269
P38646,Nucleolus,ECO:0000269
P38919,Nucleus,ECO:0000269
P38919,Nucleus speckle,ECO:0000269
P38935,Nucleus,ECO:0000269
P38936,Nucleus,ECO:0000269
P39019,Nucleus,ECO:0000269
P39023,Nucleolus,ECO:0000269
P39687,Nucleus,ECO:0000269
P39748,Nucleoplasm,None
P39748,Nucleolus,None
P39880,Nucleus,ECO:0000269
P40121,Nucleus,ECO:0000269
P40305,Nucleus inner membrane,ECO:0000269
P40306,Nucleus,ECO:0000250
P40337,Nucleus,None
P40424,Nucleus,ECO:0000269
P40425,Nucleus,ECO:0000305
P40426,Nucleus,ECO:0000305
P40617,Nucleolus,None
P40692,Nucleus,ECO:0000269
P40763,Nucleus,ECO:0000269
P40818,Nucleus,ECO:0000250
P40933,Nucleus,None
P40937,Nucleus,ECO:0000305
P40938,Nucleus,ECO:0000305
P41002,Nucleus,ECO:0000269
P41134,Nucleus,None
P41161,Nucleus,None
P41162,Nucleus,ECO:0000255
P41182,Nucleus,ECO:0000269
P41208,Nucleus,ECO:0000305
P41208,Nuclear pore complex,ECO:0000269
P41208,Nucleus envelope,ECO:0000269
P41212,Nucleus,None
P41218,Nucleus,None
P41220,Nucleolus,ECO:0000269
P41222,Nucleus membrane,ECO:0000269
P41223,Nucleus,ECO:0000269
P41225,Nucleus,None
P41227,Nucleus,ECO:0000269
P41229,Nucleus,ECO:0000269
P41229,Nucleus,ECO:0000255
P41235,Nucleus,None
P41743,Nucleus,ECO:0000269
P41970,Nucleus,None
P42166,Nucleus,None
P42167,Nucleus inner membrane,None
P42224,Nucleus,ECO:0000269
P42226,Nucleus,None
P42229,Nucleus,ECO:0000269
P42285,Nucleolus,ECO:0000269
P42285,Nucleoplasm,ECO:0000269
P42285,Nucleus speckle,ECO:0000269
P42285,Nucleus,ECO:0000269
P42338,Nucleus,ECO:0000269
P42345,PML body,ECO:0000250
P42568,Nucleus,ECO:0000269
P42568,Nucleus,ECO:0000255
P42681,Nucleus,ECO:0000269
P42685,Nucleus,ECO:0000269
P42694,Nucleus,ECO:0000305
P42695,Nucleus,ECO:0000269
P42704,Nucleoplasm,None
P42704,Nucleus inner membrane,None
P42704,Nucleus outer membrane,None
P42768,Nucleus,ECO:0000269
P42771,Nucleus,ECO:0000269
P42858,Nucleus,ECO:0000269
P43034,Nucleus membrane,ECO:0000255
P43243,Nucleus matrix,None
P43246,Nucleus,ECO:0000269
P43268,Nucleus,ECO:0000255
P43351,Nucleus,ECO:0000305
P43354,Nucleus,None
P43355,Nucleus,None
P43356,PML body,None
P43356,Nucleus,None
P43364,Nucleus,ECO:0000269
P43490,Nucleus,ECO:0000269
P43686,Nucleus,None
P43694,Nucleus,ECO:0000269
P43699,Nucleus,ECO:0000250
P45381,Nucleus,ECO:0000250
P45973,Nucleus,ECO:0000269
P45983,Nucleus,ECO:0000269
P45984,Nucleus,ECO:0000269
P45985,Nucleus,ECO:0000250
P46013,Nucleolus,ECO:0000269
P46013,Nucleus,ECO:0000269
P46060,Nucleoplasm,ECO:0000269
P46060,Nucleus envelope,ECO:0000269
P46063,Nucleus,ECO:0000269
P46087,Nucleolus,ECO:0000269
P46100,PML body,None
P46100,Nucleus,None
P46379,Nucleus,ECO:0000269
P46527,Nucleus,None
P46531,Nucleus,ECO:0000250
P46736,Nucleus,ECO:0000269
P46777,Nucleolus,ECO:0000269
P46783,Nucleolus,ECO:0000269
P46934,Nucleus,ECO:0000269
P46937,Nucleus,ECO:0000269
P46940,Nucleus,ECO:0000269
P47712,Nucleus envelope,None
P47902,Nucleus,None
P47928,Nucleus,None
P47929,Nucleus,ECO:0000269
P47974,Nucleus,ECO:0000250
P48023,Nucleus,ECO:0000269
P48378,Nucleus,ECO:0000250
P48378,Nucleus,ECO:0000255
P48380,Nucleus,ECO:0000305
P48382,Nucleus,None
P48426,Nucleus,ECO:0000269
P48431,Nucleus speckle,ECO:0000250
P48431,Nucleus,ECO:0000250
P48436,Nucleus,ECO:0000269
P48436,Nucleus,ECO:0000255
P48443,Nucleus,ECO:0000269
P48443,Nucleus,ECO:0000255
P48552,Nucleus,ECO:0000269
P48595,Nucleus,None
P48634,Nucleus,ECO:0000269
P48729,Nucleus speckle,ECO:0000303
P48730,Nucleus,None
P48742,Nucleus,ECO:0000305
P49005,Nucleus,ECO:0000269
P49116,Nucleus,ECO:0000269
P49116,Nucleus,ECO:0000255
P49137,Nucleus,ECO:0000269
P49321,Nucleus,ECO:0000250
P49335,Nucleus,None
P49336,Nucleus,ECO:0000305
P49407,Nucleus,None
P49419,Nucleus,ECO:0000269
P49427,Nucleus,None
P49450,Nucleus,ECO:0000269
P49454,Nucleus matrix,None
P49585,Nucleus,ECO:0000269
P49591,Nucleus,ECO:0000269
P49639,Nucleus,ECO:0000250
P49640,Nucleus,None
P49674,Nucleus,ECO:0000250
P49703,Nucleus,ECO:0000269
P49703,Nucleolus,ECO:0000250
P49711,Nucleoplasm,ECO:0000269
P49715,Nucleus,ECO:0000269
P49715,Nucleolus,ECO:0000269
P49716,Nucleus,ECO:0000305
P49720,Nucleus,ECO:0000269
P49721,Nucleus,ECO:0000269
P49736,Nucleus,ECO:0000269
P49750,Nucleus speckle,ECO:0000250
P49750,Nucleus,ECO:0000269
P49756,Nucleus speckle,None
P49758,Nucleus,ECO:0000269
P49759,Nucleus,None
P49760,Nucleus,ECO:0000269
P49760,Nucleus speckle,ECO:0000269
P49761,Nucleus speckle,None
P49761,Nucleus,None
P49773,Nucleus,ECO:0000269
P49789,Nucleus,ECO:0000269
P49790,Nuclear pore complex,None
P49790,Nucleus membrane,None
P49790,Nucleus,None
P49792,Nucleus membrane,ECO:0000269
P49792,Nucleus,ECO:0000269
P49792,Nucleus envelope,ECO:0000269
P49792,Nuclear pore complex,ECO:0000269
P49796,Nucleus,ECO:0000269
P49841,Nucleus,ECO:0000269
P49842,Nucleus,ECO:0000269
P49848,Nucleus,ECO:0000269
P49848,Nucleus,None
P49903,Nucleus membrane,ECO:0000269
P49910,Nucleus,ECO:0000255
P49916,Nucleus,ECO:0000269
P49916,Nucleus,ECO:0000305
P49917,Nucleus,ECO:0000269
P49918,Nucleus,ECO:0000250
P49959,Nucleus,ECO:0000269
P50148,Nucleus membrane,ECO:0000250
P50148,Nucleus,ECO:0000250
P50219,Nucleus,None
P50221,Nucleus,ECO:0000250
P50222,Nucleus,ECO:0000269
P50222,Nucleus speckle,ECO:0000269
P50402,Nucleus inner membrane,ECO:0000269
P50402,Nucleus outer membrane,None
P50458,Nucleus,ECO:0000305
P50461,Nucleus,ECO:0000250
P50479,Nucleus,ECO:0000269
P50539,Nucleus,None
P50548,Nucleus,None
P50549,Nucleus,ECO:0000255
P50553,Nucleus,ECO:0000250
P50607,Nucleus,ECO:0000250
P50613,Nucleus,ECO:0000269
P50616,Nucleus,ECO:0000250
P50748,Nucleus,None
P50749,Nucleus,None
P50750,PML body,None
P50750,Nucleus,None
P50995,Nucleoplasm,ECO:0000269
P50995,Nucleus envelope,None
P51003,Nucleus,None
P51449,Nucleus,ECO:0000269
P51452,Nucleus,ECO:0000269
P51513,Nucleus,ECO:0000250
P51530,Nucleus,None
P51531,Nucleus,ECO:0000269
P51532,Nucleus,ECO:0000269
P51532,Nucleus,ECO:0000255
P51587,Nucleus,ECO:0000269
P51587,Nucleus,ECO:0000305
P51608,Nucleus,ECO:0000250
P51610,Nucleus,ECO:0000269
P51617,Nucleus,ECO:0000269
P51636,Nucleus,None
P51692,Nucleus,ECO:0000269
P51784,Nucleus,ECO:0000269
P51808,Nucleus,None
P51812,Nucleus,ECO:0000269
P51814,Nucleus,ECO:0000305
P51816,Nucleus speckle,ECO:0000269
P51817,Nucleus,None
P51825,Nucleus,ECO:0000305
P51826,Nucleus,None
P51843,Nucleus,ECO:0000269
P51854,Nucleus,ECO:0000269
P51858,Nucleus,ECO:0000269
P51946,Nucleus,None
P51948,Nucleus,None
P51955,Nucleolus,ECO:0000269
P51955,Nucleus,None
P51959,Nucleus,ECO:0000269
P51965,Nucleus,ECO:0000269
P51991,Nucleus,ECO:0000250
P52272,Nucleolus,ECO:0000269
P52292,Nucleus,ECO:0000269
P52294,Nucleus,ECO:0000269
P52298,Nucleus,ECO:0000269
P52306,Nucleus,ECO:0000269
P52434,Nucleolus,ECO:0000269
P52435,Nucleus,ECO:0000269
P52564,Nucleus,ECO:0000269
P52594,Nucleus,ECO:0000269
P52597,Nucleoplasm,None
P52630,Nucleus,ECO:0000269
P52655,Nucleus,None
P52657,Nucleus,None
P52701,Nucleus,ECO:0000269
P52736,Nucleus,ECO:0000305
P52738,Nucleus,ECO:0000305
P52739,Nucleus,ECO:0000269
P52742,Nucleus,ECO:0000305
P52744,Nucleus,ECO:0000305
P52747,Nucleus,ECO:0000305
P52756,Nucleus,ECO:0000269
P52758,Nucleus,ECO:0000269
P52824,Nucleus matrix,ECO:0000250
P52824,Nucleus speckle,ECO:0000269
P52824,Nucleus,ECO:0000269
P52926,Nucleus,None
P52945,Nucleus,None
P52948,Nucleus membrane,ECO:0000269
P52948,Nucleoplasm,ECO:0000269
P52948,Nuclear pore complex,ECO:0000269
P52951,Nucleus,ECO:0000305
P52952,Nucleus,ECO:0000269
P52954,Nucleus,ECO:0000305
P53041,Nucleus,ECO:0000269
P53350,Nucleus,None
P53370,Nucleus,None
P53384,Nucleus,ECO:0000250
P53539,Nucleus,ECO:0000250
P53567,Nucleus,ECO:0000250
P53667,Nucleus,ECO:0000269
P53671,Nucleus,ECO:0000269
P53778,Nucleus,None
P53779,Nucleus,ECO:0000269
P53801,Nucleus,ECO:0000269
P53803,Nucleus,ECO:0000250
P53804,Nucleus,ECO:0000269
P53816,Nucleus envelope,ECO:0000250
P53990,Nucleus envelope,ECO:0000269
P53999,Nucleus,None
P54105,Nucleus,ECO:0000269
P54132,Nucleus,ECO:0000269
P54198,PML body,None
P54198,Nucleus,None
P54252,Nucleus,ECO:0000269
P54252,Nucleus matrix,ECO:0000269
P54253,Nucleus,ECO:0000269
P54257,Nucleus,ECO:0000250
P54259,Nucleus,None
P54274,Nucleus,None
P54277,Nucleus,ECO:0000255
P54278,Nucleus,ECO:0000269
P54577,Nucleus,ECO:0000269
P54646,Nucleus,ECO:0000269
P54725,Nucleus,None
P54727,Nucleus,None
P54821,Nucleus,None
P54845,Nucleus,ECO:0000269
P54851,Nucleus,ECO:0000250
P55039,Nucleus,ECO:0000269
P55055,Nucleus,ECO:0000255
P55058,Nucleus,ECO:0000269
P55060,Nucleus,ECO:0000269
P55072,Nucleus,ECO:0000269
P55081,Nucleus,ECO:0000269
P55197,Nucleus,ECO:0000269
P55198,Nucleus,ECO:0000305
P55199,Nucleus,ECO:0000269
P55199,Cajal body,ECO:0000269
P55199,Nucleus speckle,ECO:0000269
P55201,Nucleus,ECO:0000269
P55209,Nucleus,ECO:0000269
P55210,Nucleus,ECO:0000269
P55212,Nucleus,ECO:0000269
P55263,Nucleus,ECO:0000269
P55265,Nucleolus,ECO:0000269
P55265,Nucleus,ECO:0000269
P55273,Nucleus,ECO:0000269
P55316,Nucleus,ECO:0000269
P55316,Nucleus,ECO:0000255
P55317,Nucleus,ECO:0000269
P55317,Nucleus,ECO:0000255
P55318,Nucleus,ECO:0000269
P55318,Nucleus,ECO:0000255
P55345,Nucleolus,None
P55345,Nucleus,ECO:0000269
P55345,Nucleus,None
P55347,Nucleus,ECO:0000305
P55735,Nuclear pore complex,ECO:0000269
